# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
172.80   F#min7       E3 F#3       A3 A4 C#4                    F#4 D5 B4 D5 D5 F#4 D5 B5 D5 B5 E4 D5 B5 E4 B4 D5
172.90   F#min7       E3 F#3       A3 C#3 C#4                   D5 B5 E4 D5 B5 E4 B4 D5 E4 A4 B4
173.00   Dmaj7        E3           A3 D3 C#4 F#3                E4 B4 D5 E4 A4 B4 E4 A4 B4
173.10   F#min7       E3           A3 C#3 F#3 C#4               E4 A4 B4 E4 A4 B4
173.20   F#min7       E3 F#3       C#3 C#4 A3                   E4 A4 B4
173.30   F#7          E3 F#3       C#3 C#4 A#3                  E4 G#4 C#5
173.40   F#7          E3 F#3       C#3 C#4 D3 A#3               E4 G#4 C#5 F#4 A4 E5 F4 F#4 E5
173.50   Dmaj7        E3 F#3       D3 C#4 A3                    E4 G#4 C#5 F#4 A4 E5 F4 F#4 E5 F#4 E5 E4 F#4
173.60   F#min7       E3 F#3       C#4 A3                       F#4 A4 E5 F4 F#4 E5 F#4 E5 E4 F#4
173.70   F#min7       E3 F#3       C#4 A3                       F#4 E5 E4 F#4
173.80   F#min7       E3 E2        C#4 F#3 A3                   -
173.90   F#5          E2 E3        C#4 C#3 F#3                  F#4 E5
174.00   F#5          E3           D3 C#3 C#4 F#3               F#4 E5
174.10   F#5          F#2 E3       C#3 C#4 D3 F#3               F#4 E5 D5 E5
174.20   F#5          F#2 E3       C#3 C#4 F#3 D3               D5 E5
174.30   F#min7       E3 F#3       C#3 C#4 A3                   D5 E5 D5 E5 F#4 D5 E5
174.40   F#min7       E3 F#3       C#3 C#4 B3 A3                D5 E5 F#4 D5 E5 F#4 C#5 E5 F#4 C#5 E5
174.50   F#min7       E3           F#3 B3 A3 C#3 C#4            D5 E5 F#4 D5 E5 F#4 C#5 E5 F#4 C#5 E5 E4 F#4 F#5 E4 F#4 B4
174.60   Bsus2        B1 B2        E3 F#3 B3 A3 C#3             F#4 C#5 E5 F#4 C#5 E5 E4 F#4 F#5 E4 F#4 B4 F#4 E5 G#5 E4 F#4 E5
174.70   Bsus2        B1 B2        F#3 E3 B3 A3 C#3             E4 F#4 F#5 E4 F#4 B4 F#4 E5 G#5 E4 F#4 E5 F#4 A4 E5 F#4 A4 E5
174.80   Bsus4        B2           G#4 A3 B3 E3 F#3             F#4 E5 G#5 E4 F#4 E5 F#4 A4 E5 F#4 A4 E5 F#4 A4 E5
174.90   Fdim         A#2 B2       F4 G#3 A3 A#4                F#4 A4 E5 F#4 A4 E5 F#4 A4 E5 G#4 D5 E5
175.00   G#sus2?      A#2          G#3 A#4 A3                   F#4 A4 E5 G#4 D5 E5 F4 G#4 D5 F4 G#4 D5
175.10   Gmadd9?      A#2          G4 G#3 A3 A#4                G#4 D5 E5 F4 G#4 D5 F4 G#4 D5
175.20   Gsus2?       A2           G3 A3                        F4 G#4 D5 F4 G#4 D5 F4 G#4 D5 E4 G4 C5
175.30   Gsus2?       A2           G3 A3                        F4 G#4 D5 E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5
175.40   Gsus2?       A2           G3 A3                        F4 G#4 D5 E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5
175.50   Gsus2?       A2           G3 A3                        E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5
175.60   Amin7        A2           E3 G3 C4                     E4 G4 C5 E4 G4 C5 E4 G4 C5
175.70   Amin7        A2           E3 G3 C4 B3                  E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5
175.80   Amin7        A2           E3 G3 C4 B3                  E4 G4 C5 E4 G4 C5 E4 G4 C5 E4 G4 C5
175.90   Amin7        A2 G3        E3 C4 B3                     E4 G4 C5 E4 G4 C5 E4 G4 C5
176.00   Amin7        A2           E3 C4 G3 B3                  E4 G4 C5 E4 C5 E4 C5 E4 C5
176.10   C5           A2           G3 C4                        E4 C5 E4 C5 E4 C5 E4 C5
176.20   C5           A2           G3 C4                        E4 C5 E4 C5 E4 C5 E4 C5 E4 B4 C5
176.30   Amin7        A2           E3 C4 G3                     E4 C5 E4 B4 C5
176.40   Amin7        A2           E3 B3 C4 G3                  E4 B4 C5 E4 B4
176.50   Amin7        A1 A2        E3 B3 G3 C4                  E4 B4 E4 A4 B4
176.60   Amin7        A2           E3 B3 G3 C4                  E4 B4 E4 A4 B4 E4 F#5 E4 F#5 A5
176.70   Amin7        A2           E3 B3 G3 C4                  E4 A4 B4 E4 F#5 E4 F#5 A5
176.80   Fmaj7        A2 F2        E3 B3 G3 C4                  E4 F#5 E4 F#5 A5 A5 B4 F#5 A#5
176.90   Fmaj7        F2 A2        C3 G3 D3 E3 B3               A5 B4 F#5 A#5 B4 F#5 B5
177.00   Fsus2        F2 D3        G3 C4 E3                     A5 B4 F#5 A#5 B4 F#5 B5 G4 B4 B5
177.10   Fsus2        F2 D3        G3 C4                        B4 F#5 B5 G4 B4 B5
177.20   Fsus2        F2 D3        G3 C4                        G4 B4 B5 G4 A4 D5
177.30   F5           F#3 F2       C4                           G4 A4 D5 G4 D5 B5
177.40   -            F#3 F2       -                            G4 A4 D5 G4 D5 B5 F#4 A#5 B5 F#4 G4 B5
177.50   D            F#3          D3 A4                        G4 D5 B5 F#4 A#5 B5 F#4 G4 B5 F#4 G4 B5
177.60   G5           F#3          D3 G3                        F#4 A#5 B5 F#4 G4 B5 F#4 G4 B5 A4 A5 B5
177.70   G5           F#3 G2       D3 G3                        F#4 G4 B5 A4 A5 B5
177.80   G5           G2 F#3       D3 G3                        A4 A5 B5
177.90   G#5          G2 F#3       D#3 G#3 G3                   D#4 A4 F6
178.00   G#5          G#2          D#3 G#3 F#3                  D#4 A4 F6 D#4 F6
178.10   G#5          G1 G#2       D#3 G#3                      D#4 A4 F6 D#4 F6 D#4 G#4 F6
178.20   G#5          G#2          D#3 G#3                      D#4 F6 D#4 G#4 F6 D#4 G#4 C5
178.30   G#7          G#2 F#3      D#3 C4                       D#4 G#4 F6 D#4 G#4 C5
178.40   G#7          G#2 F#3      C3 D#3 C4                    D#4 G#4 C5 D#4 C5 C6 D#4 C5 F6
178.50   G#7          G#2 F#3      C3 C4 D#3                    D#4 C5 C6 D#4 C5 F6 D#4 F#4 A#5
178.60   G#7          G#2 F#3      C3 C4 D#3 G#3                D#4 C5 C6 D#4 C5 F6 D#4 F#4 A#5 D#4 F#4 F5
178.70   G#7          G#2 F#3      D#3 C3 C4 G#3                D#4 F#4 A#5 D#4 F#4 F5 D#4 F#5 A5
178.80   G#min7       G#2 F#3      D3 B3 C3 D#3 C4 G#3          D#4 F#4 F5 D#4 F#5 A5 D#4 A#5
178.90   Gmaj7        G2 F#3       D3 G3 B3                     D#4 F#5 A5 D#4 A#5 D#4 A4 A5 F#4 B4 A5
179.00   Gmaj7        G2 F#3       D3 G3 B3                     D#4 A#5 D#4 A4 A5 F#4 B4 A5 F#4 B4 D5
179.10   Gmaj7        G2 F#3       D3 B3 G3 A3 G4               D#4 A4 A5 F#4 B4 A5 F#4 B4 D5 F#4 B4 D6
179.20   Gmaj7        G2 F#3       D3 B3 A3 G4                  F#4 B4 D5 F#4 B4 D6 B4 D5 D6
179.30   Gmaj7        G2 F#3       D3 B3 A3 G4                  F#4 B4 D6 B4 D5 D6 E4 D5 B5
179.40   Gmaj7        G2 F#3       D3 B3 A3 G4                  B4 D5 D6 E4 D5 B5 E4 D5 B5
179.50   Gmaj7        G2 F#3       D3 B3                        E4 D5 B5 E4 D5 B5 F#5 B5
179.60   Gmaj7        G2 F#3       D3 B3                        E4 D5 B5 F#5 B5
179.70   Gmaj7        G2 F#3       D3 B3                        F#5 B5 B4 D5 F#5
179.80   Gmaj7        F2 G2        A3 F4 D3 F#3 B3              B4 D5 F#5 D5 F#5 B5
179.90   F            F2           A3 F3 D3 C4 F#3              B4 D5 F#5 D5 F#5 B5 F4 A4 B5 F4 A4 B5
180.00   F            F2           A3 F3 D3 G4 C4               D5 F#5 B5 F4 A4 B5 F4 A4 B5 F4 A4 B5 F4 A4 B5
180.10   F            F2           F3 A3 D3 C4                  F4 A4 B5 F4 A4 B5 F4 A4 B5 F4 A4 B5 F4 A4 B5 G4 A4 B5
180.20   F            F2           A3 F3 C4                     F4 A4 B5 F4 A4 B5 F4 A4 B5 G4 A4 B5 A4 G5 B5 G4 G5 B5
180.30   F            F2           A3 F3 C4                     F4 A4 B5 G4 A4 B5 A4 G5 B5 G4 G5 B5 G4 D5
180.40   F            F2           F3 A3 C4                     A4 G5 B5 G4 G5 B5 G4 D5 G4 D5
180.50   F            F2           F3 A3 A4 C4                  G4 D5 G4 D5 G4 C5 D5
180.60   F#dim        F#2 C3       F3 A4 C4 A#4                 G4 D5 G4 C5 D5
180.70   F            C3           A#4 D3 A3 F3 A4 C4           G4 C5 D5 C5 D5
180.80   Dm           -            A#4 D3 A4 F3 F4              C5 D5 C5 D5
180.90   Dm           -            D3 A3 F3 F4                  C5 D5 C5 D5 A4 D5
181.00   Dm           F2           D3 A3 F3 F4                  C5 D5 A4 D5 A4 D5 B5 A4 D5 B5
181.10   Dm           F2           D3 A3 B4 F3                  A4 D5 A4 D5 B5 A4 D5 B5 A4 D5 B5
181.20   Dm           F2           D3 A3 E3 B4 F3               A4 D5 B5 A4 D5 B5 A4 D5 B5
181.30   Esus4        E2 F3        A3 D3 B4                     A4 D5 B5
181.40   Dm           E2 F3        D3 A3 E3                     A4 B4 D5
181.50   Dmadd9?      E2 F3        D3                           A4 B4 D5 G4 A4 B4
181.60   -            -            D3                           A4 B4 D5 G4 A4 B4 G4 A4 B4
181.70   Daug         -            D3 F#3 A#4 G3                G4 A4 B4 G4 A4 B4 G4 A4 B4
181.80   Gmaj7        G2 F#3       D3 A#4 G3 B3                 G4 A4 B4 G4 A4 B4 F#4 A4 B4 F#4 A4 B5
181.90   Gm           G2 F#3       D3 A#4 G3                    G4 A4 B4 F#4 A4 B4 F#4 A4 B5 F#4 A4 B4
182.00   G5           G2 F#3       D3                           F#4 A4 B4 F#4 A4 B5 F#4 A4 B4 F#4 A4 B4
182.10   G5           G2 F#3       E3 D3                        F#4 A4 B4 F#4 A4 B4 F#4 A4 E4 F#4 A4
182.20   G5           G2 F#3       E3 D3 D4                     F#4 A4 B4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4
182.30   G5           G2 F#3       D3 E3 D4                     F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 F#4 A4
182.40   G5           G2 F#3       D3 E3 D4                     E4 F#4 A4 E4 F#4 A4 E4 F#4 A4 E4 A4 D5
182.50   G5           G2 F#3       D3 E3 D4                     E4 F#4 A4 E4 A4 D5 E4 A4 D5
182.60   A#           F2           A#3 D3 F3                    E4 A4 D5 E4 A4 D5 E4 A4 D5 E4 G4 D5
182.70   Fsus4        F2 F3 C3     A#3 D3                       E4 A4 D5 E4 A4 D5 E4 G4 D5 G4 A4 A#4 F4 G4 A4
182.80   D            F3           A#3 D3 A3 F#4                E4 A4 D5 E4 G4 D5 G4 A4 A#4 F4 G4 A4 F4 G4 A4
182.90   D            F3           A#3 D3 A3 F#4                G4 A4 A#4 F4 G4 A4 F4 G4 A4 F4 G4 A4
183.00   A#5          F3 F2        F#4 A3 A#3                   F4 G4 A4 F4 G4 A4 F4 G4 A4
183.10   A#5          F2 F3        A#3                          F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4
183.20   -            F2 F3        -                            F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 G4 A4 F4
183.30   A#5          F2 F3        A#4                          F4 G4 A4 F4 G4 A4 F4 G4 A4 F4 F4 G4 F4 G4 A4
183.40   A#           F2           D3 F3 A#4                    F4 G4 A4 F4 F4 G4 F4 G4 A4
183.50   A#           A#2 F2       D3 D4 F3 A#4                 F4 G4 F4 G4 A4 F4 G4
183.60   A#           A#2 A#1      D3 D4 F3 E4 A#4              F4 G4 F4 G#4 D5
183.70   A#           A#1 A#2      F3 D4 A#4                    F4 G4 F4 G#4 D5 E4 F4 G4 E4 F4 G4
183.80   D5           A#1 A#2      D3 D4 A3                     F4 G#4 D5 E4 F4 G4 E4 F4 G4 E4 F4 G4 E4 G4 D5
183.90   Dsus2        A#2 A#1      D3 D4 E3 A3                  E4 F4 G4 E4 F4 G4 E4 F4 G4 E4 G4 D5 E4 F4 D5
184.00   Dsus2        A#1 A#2      D3 D4 E3 A3                  E4 F4 G4 E4 G4 D5 E4 F4 D5 E4 F4 D5 E4 G4 D5
184.10   A#add9?      A#2          C3 D3 C4 D4 E3               E4 F4 D5 E4 F4 D5 E4 G4 D5 E4 G4 D5 E4 C5 D5
184.20   A#add9       A#2          C3 C4 D3 D4                  E4 F4 D5 E4 G4 D5 E4 G4 D5 E4 C5 D5 E4 C5 D5 E4 C5 D5
184.30   A#add9       A#2          C3 C4 D3 D4                  E4 G4 D5 E4 C5 D5 E4 C5 D5 E4 C5 D5 E4 C5 D5 E4 C5 D5
184.40   Gm           A#2          G3 C4 D3 D4                  E4 C5 D5 E4 C5 D5 E4 C5 D5 E4 C5 D5 F4 G4 D5
184.50   Fsus2        F#2 G3       F3 C4                        E4 C5 D5 E4 C5 D5 F4 G4 D5 F4 G4 D5 F4 A#4 D5
184.60   C5           F#2 G3       C4                           F4 G4 D5 F4 G4 D5 F4 A#4 D5
184.70   F#dim        F#2          D4 A3 G3 C4                  F4 G4 D5 F4 A#4 D5 G4 C5 D5
184.80   Dm           F2           D3 D4 A3                     G4 C5 D5 G4 C5 E5
184.90   Dsus4        -            D3 D4 A3 G3                  G4 C5 D5 G4 C5 E5
185.00   A#           F2           D3 A#3                       G4 C5 E5 E4 C5 D5
185.10   D#5          D#2          A#3 D3 D#3                   E4 C5 D5 E4 A4 D5 E4 D5 G5
185.20   D#sus2       F2 D#2       D3 A#3 D#3 A3                E4 C5 D5 E4 A4 D5 E4 D5 G5 E4 A#4 D5 E4 A#4 D5
185.30   D7           C2 F#2       D3 A#3 A3                    E4 A4 D5 E4 D5 G5 E4 A#4 D5 E4 A#4 D5 E4 D5 G5 E4 C5 D5
185.40   F            F2 C2        D3 D4 A#3 A3                 E4 A#4 D5 E4 A#4 D5 E4 D5 G5 E4 C5 D5 G4 C5 D5
185.50   D5           C2           D3 D4 A3                     E4 D5 G5 E4 C5 D5 G4 C5 D5
185.60   D5           -            D3 D4 A3                     G4 C5 D5
185.70   Dsus4        -            D3 G4 D4 A3                  -
185.80   Fsus2        F2           G3 F4 D3 D4 C4               G4 C5 D5
185.90   Fsus2        F2 G3        D3 C4 A#4 D4                 G4 C5 D5 F4 G4 D5
186.00   Gsus4        G3           C4 D4                        G4 C5 D5 F4 G4 D5 F4 A#4 D5 F4 G4 A#4
186.10   C            E2 G3        C4 D4                        F4 G4 D5 F4 A#4 D5 F4 G4 A#4 F4 A#4 C5 F4 A#4 C5
186.20   C            E2           G3 C4 D4                     F4 A#4 D5 F4 G4 A#4 F4 A#4 C5 F4 A#4 C5 F4 A#4 C5 F4 G4 A#4
186.30   D            A2 E2        D3 A3 F#4                    F4 A#4 C5 F4 A#4 C5 F4 A#4 C5 F4 G4 A#4 E4 G4 D5
186.40   D5           A2           D3 A3                        F4 A#4 C5 F4 G4 A#4 E4 G4 D5 E4 F#4 A4 E4 F#4 A4
186.50   D5           A2 D2        D3 A3                        E4 G4 D5 E4 F#4 A4 E4 F#4 A4 E4 A4
186.60   D5           A2 D2        D3 A3                        E4 F#4 A4 E4 F#4 A4 E4 A4 E4 F#4 A4 E4 F#4 E4 F#4 A4
186.70   D5           A2 D2        D3 A3                        E4 A4 E4 F#4 A4 E4 F#4 E4 F#4 A4 E4 A4 C#5 E4 A4 C#5
186.80   D5           A2 D2        D3 A3                        E4 F#4 A4 E4 F#4 E4 F#4 A4 E4 A4 C#5 E4 A4 C#5 E4 F#4 C#5
186.90   D5           A2 D2        D3 A3                        E4 A4 C#5 E4 A4 C#5 E4 F#4 C#5 E4 A4
187.00   D5           A2 D2        D3 A3                        E4 F#4 C#5 E4 A4 E4 E4 C#5 G5
187.10   D5           A2 D2        A3                           E4 A4 E4 E4 C#5 G5 E4 G5 E4 G5
187.20   Dsus2        A2 D2        D3 E3 A3                     E4 E4 C#5 G5 E4 G5 E4 G5 E4 A4 D5
187.30   Dsus2        A2 D2        D3 E3 A3 C#3                 E4 G5 E4 G5 E4 A4 D5 A4 D5 F#5 A4 D5 F#5
187.40   Asus4        A2 A1        D3 A3 E3                     E4 A4 D5 A4 D5 F#5 A4 D5 F#5 E4 A4 G5
187.50   Asus4        A1 A2        A#4 D3 A3 E3                 A4 D5 F#5 A4 D5 F#5 E4 A4 G5 E4 B4 B5
187.60   A5           A1 A2        E3 A#4 A3                    E4 A4 G5 E4 B4 B5 E4 A4 B4 E4 B4 B5
187.70   F#min7       E2           E3 F#3 C#3 C#4 A#4 A3        E4 B4 B5 E4 A4 B4 E4 B4 B5 E4 A4 F#5
187.80   A            A1 E3        F#3 C#3 C#4 B3 A3            E4 A4 B4 E4 B4 B5 E4 A4 F#5 F#4 C#5 A#5 F#4 C#5 A5 F#4 C#5 A5
187.90   A            A1 E3        F#3 C#3 C#4 B3 A3            E4 A4 F#5 F#4 C#5 A#5 F#4 C#5 A5 F#4 C#5 A5 F#4 A4 A5 E4 F#4 B4
188.00   A            A1 E3        F#3 C#3 C#4 B3 A3            F#4 C#5 A#5 F#4 C#5 A5 F#4 C#5 A5 F#4 A4 A5 E4 F#4 B4 E4 F#4 G5
188.10   Dmaj7        E3           F#3 C#4 D3 A3                F#4 A4 A5 E4 F#4 B4 E4 F#4 G5 E4 B4 G5
188.20   F#min7       E2 E3        C#4 F#3 A3                   E4 F#4 G5 E4 B4 G5 E4 B4 G5
188.30   F#min7       E2 E3        C#4 A3 F#3                   E4 B4 G5 E4 B4 G5 E4 B4 G5 E4 B4 G5
188.40   A            E2 E3        C#3 C#4 A3                   E4 B4 G5 E4 B4 G5 E4 B4 G5 E4 B4 G5 E4 A4 D5
188.50   F#min7       F#2 E3       C#4 A3                       E4 B4 G5 E4 B4 G5 E4 B4 G5 E4 A4 D5
188.60   F#min7       F#2 E3       C#3 C#4 A3 D3                E4 B4 G5 E4 A4 D5 A4 D5 F#5
188.70   A            E2 E3        D3 C#4 A3                    A4 D5 F#5 A4 C#5 F#5 A4 C#5 F#5 A4 C#5 F#5
188.80   A            E2           A3 C#4 D3 E3                 A4 D5 F#5 A4 C#5 F#5 A4 C#5 F#5 A4 C#5 F#5 A4 C#5 F#5
188.90   A            E2 E3        A3 D3 C#4                    A4 C#5 F#5 A4 C#5 F#5 A4 C#5 F#5 A4 C#5 F#5 A4 D5 F#5 A4 D5 F#5
189.00   Faug         F2           A3 E3 C#4                    A4 C#5 F#5 A4 D5 F#5 A4 D5 F#5
189.10   A#m          F2           A#3 G4 C#4                   A4 D5 F#5 A4 D5 F#5 D#4 A4 D5
189.20   D#sus2       F2           D#3 A#3                      D#4 A4 D5 D#4 A#4 D5 D#4 G4 D5 D#4 G4 D5
189.30   D#5          -            D#3 A#3                      D#4 A4 D5 D#4 A#4 D5 D#4 G4 D5 D#4 G4 D5 D#4 G4 D5
189.40   D?           -            D#3 D3 D4 F#4                D#4 A#4 D5 D#4 G4 D5 D#4 G4 D5 D#4 G4 D5 D#4 G4 D5 D#4 D5
189.50   D5           B2           D3 D4 A3 B3                  D#4 G4 D5 D#4 G4 D5 D#4 D5 D#4 F#4 D5
189.60   D5           B2           D3 D4 A3 B3                  D#4 G4 D5 D#4 D5 D#4 F#4 D5 D#4 F#4 D5 D#4 F#4 D5
189.70   Bdim         B2           D3 C#4 D4 G#4 F3             D#4 F#4 D5 D#4 F#4 D5 D#4 F#4 D5 D#4 F#4 D5 F4 C5 C#5
189.80   A#           A#1 A#2      D3 C#4 D4 F3 A#4             D#4 F#4 D5 D#4 F#4 D5 D#4 F#4 D5 F4 C5 C#5 F4 G#4 C5 F4 G#4 C5
189.90   A#m          A#2 A#1      C#3 C#4 F3 A#4               D#4 F#4 D5 F4 C5 C#5 F4 G#4 C5 F4 G#4 C5 F4 G#4 C5
190.00   Gdim         A#2          C#3 G4 C#4                   F4 G#4 C5 F4 G#4 C5 F4 G#4 C5 F4 G#4 C5
190.10   C5           A2           G3 C4 A3 B4                  F4 G#4 C5 F4 G#4 C5 E4 F4 C5 E4 G4 C5
190.20   C5           A2 G3        C3 C4 A3                     F4 G#4 C5 E4 F4 C5 E4 G4 C5 E4 G4 B4 E4 G4 B4 E4 G4 B4
190.30   Amin7        A2 G3        C3 E3 C4 A3                  E4 F4 C5 E4 G4 C5 E4 G4 B4 E4 G4 B4 E4 G4 B4 E4 G4 C5
190.40   Amin7        A2 G3        E3 C3 C4                     E4 G4 B4 E4 G4 B4 E4 G4 B4 E4 G4 C5
190.50   Amin7        A2 G3        C3 E3 C4                     E4 G4 C5 E4 B4 C5 E4 G4 B4
190.60   Amin7        A2 G3        E3 C4                        E4 B4 C5 E4 G4 B4 E4 G4 B4 E4 G4 B4
