# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
50.3.76    178.00   G#5        G#2          D#3 G#3 F#3              F6 A4
50.3.87    178.10   G#5        G1 G#2       D#3 G#3                  F6 A4
50.3.99    178.20   G#5        G#2          D#3 G#3                  F6 C5
50.4.10    178.30   G#         G#2 F#3      D#3 C4                   F6 C5
50.4.21    178.40   G#         G#2 F#3      C3 D#3 C4                F6 C6
50.4.32    178.50   G#         G#2 F#3      C3 C4 D#3                F6 C6
50.4.43    178.60   G#         G#2 F#3      C3 C4 D#3 G#3            F6 C6
50.4.54    178.70   G#         G#2 F#3      D#3 C3 C4 G#3            A5
50.4.65    178.80   G#         G#2 F#3      D3 B3 C3 D#3 C4 G#3      A5
50.4.77    178.90   G          G2 F#3       D3 G3 B3                 A5
50.4.88    179.00   G          G2 F#3       D3 G3 B3                 D5
50.4.99    179.10   G          G2 F#3       D3 B3 G3 A3 G4           D6 A5
51.1.10    179.20   G          G2 F#3       D3 B3 A3 G4              D6 D5
51.1.21    179.30   G          G2 F#3       D3 B3 A3 G4              D6 B5
51.1.33    179.40   G          G2 F#3       D3 B3 A3 G4              D6 B5
51.1.44    179.50   G          G2 F#3       D3 B3                    B5 F#5
51.1.55    179.60   G          G2 F#3       D3 B3                    B5 F#5
51.1.66    179.70   G          G2 F#3       D3 B3                    B5 F#5
51.1.77    179.80   G          F2 G2        A3 F4 D3 F#3 B3          B5 F#5
51.1.88    179.90   F          F2           A3 F3 D3 C4 F#3          B5 F#5
51.2       180.00   F          F2           A3 F3 D3 G4 C4           B5 B5
51.2.11    180.10   F          F2           F3 A3 D3 C4              B5 B5
51.2.22    180.20   F          F2           A3 F3 C4                 B5 B5
51.2.33    180.30   F          F2           A3 F3 C4                 B5 B5
51.2.44    180.40   F          F2           F3 A3 C4                 B5
51.2.55    180.50   F          F2           F3 A3 A4 C4              D5 D5
51.2.67    180.60   F#dim      F#2 C3       F3 A4 C4 A#4             D5 D5
51.2.78    180.70   Dm         C3           A#4 D3 A3 F3 A4 C4       D5 D5
51.2.89    180.80   Dm         -            A#4 D3 A4 F3 F4          D5 D5
51.3       180.90   Dm         -            D3 A3 F3 F4              D5 D5
51.3.11    181.00   Dm         F2           D3 A3 F3 F4              B5 D5
51.3.22    181.10   Dm         F2           D3 A3 B4 F3              B5 D5
51.3.34    181.20   Dm         F2           D3 A3 E3 B4 F3           B5 D5
51.3.45    181.30   E5         E2 F3        A3 D3 B4                 D5 B5
51.3.56    181.40   Dm         E2 F3        D3 A3 E3                 B4 D5
51.3.67    181.50   Dm         E2 F3        D3                       D5 B4
51.3.78    181.60   -          -            D3                       D5 B4
51.3.89    181.70   Daug       -            D3 F#3 A#4 G3            B4 B4
51.4.01    181.80   G          G2 F#3       D3 A#4 G3 B3             B5 B4
51.4.12    181.90   Gm         G2 F#3       D3 A#4 G3                B5 B4
51.4.23    182.00   G5         G2 F#3       D3                       B5 B4
51.4.34    182.10   G5         G2 F#3       E3 D3                    B4 A4
51.4.45    182.20   G5         G2 F#3       E3 D3 D4                 A4 F#4
51.4.56    182.30   G5         G2 F#3       D3 E3 D4                 A4 F#4
51.4.68    182.40   G5         G2 F#3       D3 E3 D4                 D5 A4
51.4.79    182.50   G5         G2 F#3       D3 E3 D4                 D5 A4
51.4.90    182.60   A#         F2           A#3 D3 F3                D5 A4
52.1.01    182.70   F5         F2 F3 C3     A#3 D3                   D5 A#4
52.1.12    182.80   D          F3           A#3 D3 A3 F#4            D5 A#4
52.1.23    182.90   D          F3           A#3 D3 A3 F#4            A#4 A4
52.1.34    183.00   A#5        F3 F2        F#4 A3 A#3               A4 G4
52.1.46    183.10   A#5        F2 F3        A#3                      A4 G4
52.1.57    183.20   -          F2 F3        -                        A4 G4
52.1.68    183.30   A#5        F2 F3        A#4                      A4 G4
52.1.79    183.40   A#         F2           D3 F3 A#4                A4 G4
52.1.90    183.50   A#         A#2 F2       D3 D4 F3 A#4             G4
52.2.02    183.60   A#         A#2 A#1      D3 D4 F3 E4 A#4          D5 G#4
52.2.13    183.70   A#         A#1 A#2      F3 D4 A#4                D5 G#4
52.2.24    183.80   D5         A#1 A#2      D3 D4 A3                 D5 G#4
52.2.35    183.90   D5         A#2 A#1      D3 D4 E3 A3              D5 D5
52.2.46    184.00   D5         A#1 A#2      D3 D4 E3 A3              D5 D5
52.2.57    184.10   A#         A#2          C3 D3 C4 D4 E3           D5 D5
52.2.68    184.20   A#         A#2          C3 C4 D3 D4              D5 D5
52.2.80    184.30   A#         A#2          C3 C4 D3 D4              D5 D5
52.2.91    184.40   Gm         A#2          G3 C4 D3 D4              D5 D5
52.3.02    184.50   F5         F#2 G3       F3 C4                    D5 D5
52.3.13    184.60   C5         F#2 G3       C4                       D5 D5
52.3.24    184.70   F#dim      F#2          D4 A3 G3 C4              D5 D5
52.3.36    184.80   Dm         F2           D3 D4 A3                 E5 D5
52.3.47    184.90   D5         -            D3 D4 A3 G3              E5 D5
52.3.58    185.00   A#         F2           D3 A#3                   E5 D5
52.3.69    185.10   D#5        D#2          A#3 D3 D#3               G5 D5
52.3.80    185.20   D#5        F2 D#2       D3 A#3 D#3 A3            G5 D5
52.3.91    185.30   D          C2 F#2       D3 A#3 A3                G5 G5
52.4.03    185.40   F          F2 C2        D3 D4 A#3 A3             G5 D5
52.4.14    185.50   D5         C2           D3 D4 A3                 G5 D5
52.4.25    185.60   D5         -            D3 D4 A3                 D5 C5
52.4.36    185.70   D5         -            D3 G4 D4 A3              -
52.4.47    185.80   F5         F2           G3 F4 D3 D4 C4           D5 C5
52.4.58    185.90   F5         F2 G3        D3 C4 A#4 D4             D5 D5
52.4.69    186.00   G5         G3           C4 D4                    D5 D5
52.4.81    186.10   C          E2 G3        C4 D4                    D5 C5
52.4.92    186.20   C          E2           G3 C4 D4                 D5 C5
53.1.03    186.30   D          A2 E2        D3 A3 F#4                D5 C5
53.1.14    186.40   D5         A2           D3 A3                    D5 C5
53.1.25    186.50   D5         A2 D2        D3 A3                    D5 A4
53.1.37    186.60   D5         A2 D2        D3 A3                    A4 F#4
53.1.48    186.70   D5         A2 D2        D3 A3                    C#5 A4
53.1.59    186.80   D5         A2 D2        D3 A3                    C#5 F#4
53.1.70    186.90   D5         A2 D2        D3 A3                    C#5 F#4
53.1.81    187.00   D5         A2 D2        D3 A3                    C#5 C#5
53.1.92    187.10   D5         A2 D2        A3                       G5 C#5
53.2.04    187.20   D5         A2 D2        D3 E3 A3                 G5
53.2.15    187.30   D5         A2 D2        D3 E3 A3 C#3             G5 F#5
53.2.26    187.40   A5         A2 A1        D3 A3 E3                 G5 F#5
53.2.37    187.50   A5         A1 A2        A#4 D3 A3 E3             B5 G5
53.2.48    187.60   A5         A1 A2        E3 A#4 A3                B5 G5
53.2.59    187.70   F#         E2           E3 F#3 C#3 C#4 A#4 A3    B5 F#5
53.2.71    187.80   A          A1 E3        F#3 C#3 C#4 B3 A3        B5 A#5
53.2.82    187.90   A          A1 E3        F#3 C#3 C#4 B3 A3        A#5 F#5
53.2.93    188.00   A          A1 E3        F#3 C#3 C#4 B3 A3        A#5 G5
53.3.04    188.10   D          E3           F#3 C#4 D3 A3            G5
53.3.15    188.20   F#m        E2 E3        C#4 F#3 A3               G5 G5
53.3.26    188.30   F#m        E2 E3        C#4 A3 F#3               G5 G5
53.3.37    188.40   A          E2 E3        C#3 C#4 A3               G5 G5
53.3.49    188.50   F#m        F#2 E3       C#4 A3                   G5
53.3.60    188.60   F#m        F#2 E3       C#3 C#4 A3 D3            G5 F#5
53.3.71    188.70   A          E2 E3        D3 C#4 A3                F#5 F#5
53.3.82    188.80   A          E2           A3 C#4 D3 E3             F#5 F#5
53.3.93    188.90   A          E2 E3        A3 D3 C#4                F#5 F#5
53.4.04    189.00   Faug       F2           A3 E3 C#4                F#5 F#5
53.4.16    189.10   A#m        F2           A#3 G4 C#4               F#5 F#5
53.4.27    189.20   D#5        F2           D#3 A#3                  D5 D5
53.4.38    189.30   D#5        -            D#3 A#3                  D5 D5
53.4.49    189.40   D          -            D#3 D3 D4 F#4            D5 D5
53.4.60    189.50   D5         B2           D3 D4 A3 B3              D5 D5
53.4.72    189.60   D5         B2           D3 D4 A3 B3              D5 D5
53.4.83    189.70   Bdim       B2           D3 C#4 D4 G#4 F3         D5 D5
53.4.94    189.80   A#         A#1 A#2      D3 C#4 D4 F3 A#4         D5 C#5
54.1.05    189.90   A#m        A#2 A#1      C#3 C#4 F3 A#4           D5 C#5
54.1.16    190.00   Gdim       A#2          C#3 G4 C#4               C5 C5
54.1.27    190.10   C5         A2           G3 C4 A3 B4              C5 C5
54.1.39    190.20   C5         A2 G3        C3 C4 A3                 C5 C5
54.1.50    190.30   Am         A2 G3        C3 E3 C4 A3              C5 C5
54.1.61    190.40   Am         A2 G3        E3 C3 C4                 C5 B4
54.1.72    190.50   Am         A2 G3        C3 E3 C4                 C5 B4
54.1.83    190.60   Am         A2 G3        E3 C4                    C5 B4
54.1.94    190.70   Am         A2 G3        E3 C4                    D5 C5
54.2.06    190.80   Am         A2           E3 G3 C4                 D5 B4
54.2.17    190.90   Am         A2           E3 G3 C4                 D5 G4
54.2.28    191.00   Am         A2           E3 G3 C4                 G4
54.2.39    191.10   Am         A2           E3 G3 C4                 B5
54.2.50    191.20   C          G3           E3 A4 C4                 B5 D5
54.2.61    191.30   F          F2 G3        E3 A4 C4                 B5 D5
54.2.72    191.40   F          F2 G3        E3 A4 C4                 D5
54.2.84    191.50   Em         G3           E3 C4 B3                 D5
54.2.95    191.60   C5         G2 G3        C4 B3                    D5 C#5
54.3.06    191.70   C5         G3           B3 C4                    D5 C#5
54.3.17    191.80   D#aug      D#2          B3 G3 C4                 B5 D5
54.3.28    191.90   G#5        D#3 D#2      G#3 C#4 G#4              B5 C5
54.3.40    192.00   G#5        D#3          G#3 C#4                  B5 C5
54.3.51    192.10   G#5        D#3          G#3 C#4                  B5 C5
54.3.62    192.20   C#5        D#3          C#3 C#4 G#3              A#4 A#4
54.3.73    192.30   C#5        D#3          C#3 C#4 G#3              A#4 A#4
54.3.84    192.40   C#m        D#3 E2       C#3 C#4 G#3              A#4 A#4
54.3.95    192.50   C#5        D#3          C#3 C#4 G#3              A#4 F4
54.4.07    192.60   C#5        D#3          C#3 A#3 C#4 G#3          A#4 F4
54.4.18    192.70   D#5        -            D#3 A#3 C#4 G#3          C5 A#4
54.4.29    192.80   F#5        -            G#3 F#3 D#3 C#4          C5 A#4
54.4.40    192.90   G#5        G#2 F#3      G#3 D#3                  C5 A#4
54.4.51    193.00   G#5        G#2 F#3      G#3 D#3                  C5 G#4
54.4.62    193.10   G#5        G#2 F#3      G#3 D#3                  G#4
54.4.74    193.20   G#5        G#2 F#3      D#3                      G#4 F4
54.4.85    193.30   G#5        G#2 F#3      D#3                      G#4 F4
54.4.96    193.40   G#5        G#2 F#3      D#3 D#4                  -
55.1.07    193.50   G#         G#2 F#3      C4 D#3                   D#4 C5
55.1.18    193.60   G#         G#2 F#3      C4 D#3                   D#4 C5
55.1.29    193.70   G#         G#2          C4 D#3 F#3               D#4 C5
55.1.40    193.80   G          G2 D3        G3 C4 D#3 B3             D5 C5
55.1.52    193.90   G          G2 D3        G3 B3                    D5 D5
55.1.63    194.00   G          G2 F#3       D3 B3 B4                 D5 D5
55.1.74    194.10   G          G2 F#3       D3 B3 B4 G4              B5 D5
55.1.85    194.20   G          G2 F#3       B3 D3 G4                 B5 B4
55.1.96    194.30   G          G2           B3 D3 D4 F#3             B5 B4
55.2.08    194.40   G          G2           B3 E3 D3 D4 F#3          D5
55.2.19    194.50   G          G2           B3 E3 D3 D4 F#3          A5 D5
55.2.30    194.60   G          G2           B3 E3 D3 D4 F#3          A5 D5
55.2.41    194.70   G          G2           D3 E3 B3 D4 F#3          B5 A#5
55.2.52    194.80   G          G2           D3 B3 D4 E3              B5 A#5
55.2.63    194.90   G          G2           D3 B3 D4 E3              B5 A#5
55.2.75    195.00   G          B2 G2        G3 G4 D3 D4 B3 F#4       B5 D5
55.2.86    195.10   G          B2           G3 D3 D4 B3              B5 D5
55.2.97    195.20   G          B2           G3 D3 D4 B3              B5 D5
55.3.08    195.30   G          B2           G3 D3 D4 B3              D5 G4
55.3.19    195.40   G          B2 G3        D3 D4 B3                 D5 G4
55.3.30    195.50   G          B2 G3        D4 D3 B3                 D5 G4
55.3.42    195.60   G          B2           D3 D4 G3 B3              D6 A5
55.3.53    195.70   Bm         B2           D4                       D6 A5
55.3.64    195.80   G          B2 G3        D4                       D6 A5
55.3.75    195.90   G5         G3           D4                       -
55.3.86    196.00   G5         G3           D4                       -
55.3.97    196.10   G5         -            D3 D4 G3                 -
55.4.09    196.20   G          B2           D4 D3 G3                 D5 A5
55.4.20    196.30   G          B2           D3 D4 G3                 D5 A5
55.4.31    196.40   Bm         B2           D3 D4                    A5 A5
55.4.42    196.50   G5         -            D3 G3 F#3                A5 G5
55.4.53    196.60   G          G2 F#3       D3 G3 B3 B4              A5 G5
55.4.64    196.70   G          G2 F#3       D3 G3 B3 B4 E3           A5 G5
55.4.75    196.80   G          G2 F#3       D3 G3 E3 B3 B4           A5 F#5
55.4.87    196.90   G          G2 F#3       D3 G3 B3 E3 B4 G4        A5 F#5
55.4.98    197.00   G          G2 F#3       D3 B3 G3 G4              -
56.1.09    197.10   G          G2 F#3       D3 B3 G3 G4              -
56.1.20    197.20   G          G2 F#3       D3 A3 B3 G4              D5
